"state","county_names","county_fips","ban_year","ban_count","facebook_members","facebook","overlap"
"NJ","Sussex County",34037,2021,1,69,"yes","yes"
"NJ","Union County",34039,2021,1,1,"yes","yes"
"NJ","Warren County",34041,2022,1,NA,NA,NA
"NY","Dutchess County",36027,2022,1,80,"yes","yes"
"NY","Orange County",36071,2022,3,829,"yes","yes"
"NY","Putnam County",36079,2022,3,577,"yes","yes"
"NY","Putnam County",36079,2023,2,577,"yes","yes"
"NY","Seneca County",36099,2023,5,NA,NA,NA
"NY","Suffolk County",36103,2022,1,5648,"yes","yes"
"NY","Ulster County",36111,2022,2,NA,NA,NA
"NY","Wayne County",36117,2023,5,294,"yes","yes"
"NY","Westchester County",36119,2022,10,672,"yes","yes"
"NY","Westchester County",36119,2024,1,672,"yes","yes"
"OH","Miami County",39109,2023,2,NA,NA,NA
"OH","Miami County",39109,2024,1,NA,NA,NA
"OH","Summit County",39153,2021,4,425,"yes","yes"
"OK","Creek County",40037,2021,37,NA,NA,NA
"OK","Creek County",40037,2022,2,NA,NA,NA
"OK","Logan County",40083,2021,5,NA,NA,NA
"OK","Oklahoma County",40109,2021,5,110,"yes","yes"
"OK","Osage County",40113,2022,2,NA,NA,NA
"OK","Tulsa County",40143,2022,3,1020,"yes","yes"
"OK","Wagoner County",40145,2022,3,NA,NA,NA
"OR","Clackamas County",41005,2022,1,NA,NA,NA
"OR","Jackson County",41029,2022,1,NA,NA,NA
"OR","Umatilla County",41059,2023,18,NA,NA,NA
"OR","Washington County",41067,2022,1,NA,NA,NA
"PA","Beaver County",42007,2023,10,81,"yes","yes"
"PA","Berks County",42011,2021,1,NA,NA,NA
"PA","Berks County",42011,2023,1,NA,NA,NA
"PA","Bucks County",42017,2021,6,NA,NA,NA
"PA","Bucks County",42017,2022,2,NA,NA,NA
"PA","Chester County",42029,2021,3,1347,"yes","yes"
"PA","Chester County",42029,2023,3,1347,"yes","yes"
"PA","Crawford County",42039,2023,151,NA,NA,NA
"PA","Cumberland County",42041,2024,5,NA,NA,NA
"PA","Erie County",42049,2022,1,289,"yes","yes"
"PA","Lancaster County",42071,2021,1,750,"yes","yes"
"PA","Lancaster County",42071,2022,1,750,"yes","yes"
"PA","Lancaster County",42071,2023,1,750,"yes","yes"
"PA","Lawrence County",42073,2023,10,NA,NA,NA
"PA","Monroe County",42089,2021,2,101,"yes","yes"
"PA","Monroe County",42089,2022,27,101,"yes","yes"
"PA","Montgomery County",42091,2021,4,470,"yes","yes"
"PA","Montgomery County",42091,2023,2,470,"yes","yes"
"PA","Montgomery County",42091,2024,1,470,"yes","yes"
"PA","Pike County",42103,2021,2,117,"yes","yes"
"PA","Snyder County",42109,2023,1,NA,NA,NA
"PA","Venango County",42121,2023,151,NA,NA,NA
"PA","Westmoreland County",42129,2022,1,109,"yes","yes"
"PA","York County",42133,2021,441,465,"yes","yes"
"PA","York County",42133,2023,2,465,"yes","yes"
"RI","Providence County",44007,2021,1,NA,NA,NA
"SC","Anderson County",45007,2023,1,531,"yes","yes"
"SC","Beaufort County",45013,2022,99,175,"yes","yes"
"SC","Greenville County",45045,2024,50,211,"yes","yes"
"SC","Horry County",45051,2022,10,15,"yes","yes"
"SC","Horry County",45051,2023,16,15,"yes","yes"
"SC","Horry County",45051,2024,3,15,"yes","yes"
"SC","Lexington County",45063,2022,2,615,"yes","yes"
"SC","Lexington County",45063,2023,6,615,"yes","yes"
"SC","Lexington County",45063,2024,1,615,"yes","yes"
"SC","Pickens County",45077,2022,3,257,"yes","yes"
"SC","Richland County",45079,2022,1,194,"yes","yes"
"SC","Richland County",45079,2023,6,194,"yes","yes"
"SC","Richland County",45079,2024,1,194,"yes","yes"
"SC","Saluda County",45081,2022,1,NA,NA,NA
"SC","Spartanburg County",45083,2024,50,17,"yes","yes"
"SC","York County",45091,2021,1,982,"yes","yes"
"SD","Brookings County",46011,2023,2,NA,NA,NA
"SD","Lake County",46079,2023,2,NA,NA,NA
"SD","Meade County",46093,2022,5,42,"yes","yes"
"SD","Moody County",46101,2023,2,NA,NA,NA
"SD","Pennington County",46103,2022,5,NA,NA,NA
"TN","Blount County",47009,2021,1,30,"yes","yes"
"TN","Blount County",47009,2022,1,30,"yes","yes"
"TN","Hamilton County",47065,2021,12,220,"yes","yes"
"TN","Hamilton County",47065,2023,2,220,"yes","yes"
"TN","Houston County",47083,2023,2,NA,NA,NA
"TN","McMinn County",47107,2022,1,NA,NA,NA
"TN","Robertson County",47147,2022,1,NA,NA,NA
"TN","Rutherford County",47149,2023,1,NA,NA,NA
"TN","Rutherford County",47149,2024,31,NA,NA,NA
"TN","Shelby County",47157,2022,327,328,"yes","yes"
"TN","Sumner County",47165,2022,1,532,"yes","yes"
"TN","Williamson County",47187,2021,1,3643,"yes","yes"
"TN","Wilson County",47189,2022,8,24,"yes","yes"
"TN","Wilson County",47189,2023,5,24,"yes","yes"
"TX","Bell County",48027,2021,1,NA,NA,NA
"TX","Bell County",48027,2022,9,NA,NA,NA
"TX","Bell County",48027,2023,1,NA,NA,NA
"TX","Bexar County",48029,2021,435,NA,NA,NA
"TX","Bexar County",48029,2024,175,NA,NA,NA
"TX","Blanco County",48031,2022,42,NA,NA,NA
"TX","Bowie County",48037,2022,58,NA,NA,NA
"TX","Cameron County",48061,2024,5,NA,NA,NA
"TX","Cherokee County",48073,2023,1,NA,NA,NA
"TX","Collin County",48085,2022,345,151,"yes","yes"
"TX","Collin County",48085,2023,117,151,"yes","yes"
"TX","Coryell County",48099,2021,1,NA,NA,NA
"TX","Coryell County",48099,2022,3,NA,NA,NA
"TX","Dallas County",48113,2021,2,NA,NA,NA
"TX","Denton County",48121,2021,1,392,"yes","yes"
"TX","Denton County",48121,2022,345,392,"yes","yes"
"TX","Denton County",48121,2023,53,392,"yes","yes"
"TX","El Paso County",48141,2021,1,NA,NA,NA
"TX","Fort Bend County",48157,2021,22,109,"yes","yes"
"TX","Fort Bend County",48157,2022,33,109,"yes","yes"
"TX","Fort Bend County",48157,2023,16,109,"yes","yes"
"TX","Fort Bend County",48157,2024,20,109,"yes","yes"
"TX","Galveston County",48167,2021,2,13,"yes","yes"
"TX","Galveston County",48167,2022,5,13,"yes","yes"
"TX","Gillespie County",48171,2022,42,45,"yes","yes"
"TX","Harris County",48201,2021,61,66,"yes","yes"
"TX","Harris County",48201,2022,51,66,"yes","yes"
"TX","Harris County",48201,2023,32,66,"yes","yes"
"TX","Harris County",48201,2024,4,66,"yes","yes"
"TX","Hood County",48221,2022,133,NA,NA,NA
"TX","Johnson County",48251,2022,133,NA,NA,NA
"TX","Kendall County",48259,2022,42,8,"yes","yes"
"TX","Midland County",48329,2024,4,NA,NA,NA
"TX","Montgomery County",48339,2022,12,59,"yes","yes"
"TX","Montgomery County",48339,2023,156,59,"yes","yes"
"TX","Montgomery County",48339,2024,19,59,"yes","yes"
"TX","Parker County",48367,2022,133,NA,NA,NA
"TX","Smith County",48423,2021,2,NA,NA,NA
"TX","Somervell County",48425,2022,133,NA,NA,NA
"TX","Tarrant County",48439,2021,25,1896,"yes","yes"
"TX","Tarrant County",48439,2022,41,1896,"yes","yes"
"TX","Tarrant County",48439,2023,174,1896,"yes","yes"
"TX","Tarrant County",48439,2024,1,1896,"yes","yes"
"TX","Travis County",48453,2021,12,320,"yes","yes"
"TX","Travis County",48453,2022,1,320,"yes","yes"
"TX","Travis County",48453,2023,17,320,"yes","yes"
"TX","Travis County",48453,2024,3,320,"yes","yes"
"TX","Waller County",48473,2021,16,NA,NA,NA
"TX","Waller County",48473,2022,32,NA,NA,NA
"TX","Waller County",48473,2023,15,NA,NA,NA
"TX","Waller County",48473,2024,4,NA,NA,NA
"TX","Williamson County",48491,2021,11,50,"yes","yes"
"UT","Davis County",49011,2022,32,NA,NA,NA
"UT","Davis County",49011,2023,23,NA,NA,NA
"UT","Salt Lake County",49035,2021,10,2,"yes","yes"
"UT","Salt Lake County",49035,2022,69,2,"yes","yes"
"UT","Salt Lake County",49035,2023,46,2,"yes","yes"
"UT","Salt Lake County",49035,2024,5,2,"yes","yes"
"UT","Summit County",49043,2023,1,NA,NA,NA
"UT","Utah County",49049,2022,39,NA,NA,NA
"UT","Utah County",49049,2023,17,NA,NA,NA
"UT","Wasatch County",49051,2023,11,NA,NA,NA
"UT","Washington County",49053,2021,2,NA,NA,NA
"UT","Washington County",49053,2022,43,NA,NA,NA
"UT","Washington County",49053,2023,25,NA,NA,NA
"UT","Weber County",49057,2023,2,NA,NA,NA
"VA","Augusta County",51015,2023,4,NA,NA,NA
"VA","Fairfax County",51059,2021,2,45,"yes","yes"
"VA","Fluvanna County",51065,2023,16,NA,NA,NA
"VA","Hanover County",51085,2022,1,NA,NA,NA
"VA","Hanover County",51085,2023,93,NA,NA,NA
"VA","Hanover County",51085,2024,1,NA,NA,NA
"VA","Harrisonburg city",51660,2021,1,NA,NA,NA
"VA","Henrico County",51087,2021,2,NA,NA,NA
"VA","Lexington city",51678,2023,2,NA,NA,NA
"VA","Loudoun County",51107,2021,1,409,"yes","yes"
"VA","Loudoun County",51107,2022,2,409,"yes","yes"
"VA","Madison County",51113,2022,3,NA,NA,NA
"VA","Madison County",51113,2023,17,NA,NA,NA
"VA","New Kent County",51127,2021,1,NA,NA,NA
"VA","Patrick County",51141,2023,1,NA,NA,NA
"VA","Roanoke County",51161,2022,1,NA,NA,NA
"VA","Spotsylvania County",51177,2021,2,NA,NA,NA
"VA","Spotsylvania County",51177,2022,5,NA,NA,NA
"VA","Spotsylvania County",51177,2023,51,NA,NA,NA
"VA","Virginia Beach city",51810,2021,6,6,"yes","yes"
"VA","Virginia Beach city",51810,2022,2,6,"yes","yes"
"VA","Williamsburg city",51830,2023,1,NA,NA,NA
"WA","King County",53033,2022,3,203,"yes","yes"
"WA","Kitsap County",53035,2021,1,NA,NA,NA
"WA","Walla Walla County",53071,2022,1,NA,NA,NA
"WI","Brown County",55009,2023,32,NA,NA,NA
"WI","Chippewa County",55017,2022,4,NA,NA,NA
"WI","Dodge County",55027,2022,1,NA,NA,NA
"WI","Eau Claire County",55035,2022,1,NA,NA,NA
"WI","Jefferson County",55055,2022,1,6,"yes","yes"
"WI","Kenosha County",55059,2023,4,675,"yes","yes"
"WI","Manitowoc County",55071,2023,3,14,"yes","yes"
"WI","Outagamie County",55087,2023,2,NA,NA,NA
"WI","Racine County",55101,2022,1,384,"yes","yes"
"WI","Sheboygan County",55117,2023,3,NA,NA,NA
"WI","St. Croix County",55109,2023,33,220,"yes","yes"
"WI","Trempealeau County",55121,2023,1,NA,NA,NA
"WI","Walworth County",55127,2023,339,NA,NA,NA
"WI","Waukesha County",55133,2021,23,NA,NA,NA
"WI","Waukesha County",55133,2022,3,NA,NA,NA
"WI","Waukesha County",55133,2023,36,NA,NA,NA
"WI","Waupaca County",55135,2023,2,NA,NA,NA
"WI","Winnebago County",55139,2023,2,349,"yes","yes"
"WV","Wood County",54107,2023,2,NA,NA,NA
"WY","Laramie County",56021,2024,31,504,"yes","yes"
"WY","Natrona County",56025,2022,2,178,"yes","yes"
"WY","Natrona County",56025,2023,14,178,"yes","yes"
"WY","Park County",56029,2023,10,NA,NA,NA
"OH","Allen County",39003,NA,NA,20,"yes",NA
"TX","Taylor County",48441,NA,NA,8,"yes",NA
"CO","Boulder County",8013,NA,NA,26,"yes",NA
"PA","Schuylkill County",42107,NA,NA,169,"yes",NA
"WA","Pierce County",53053,NA,NA,356,"yes",NA
"MA","Middlesex County",25017,NA,NA,404,"yes",NA
"FL","Putnam County",12107,NA,NA,51,"yes",NA
"VA","Fauquier County",51061,NA,NA,29,"yes",NA
"AZ","Maricopa County",4013,NA,NA,5,"yes",NA
"SC","Berkeley County",45015,NA,NA,565,"yes",NA
"OK","Garfield County",40047,NA,NA,23,"yes",NA
"CA","Santa Clara County",6085,NA,NA,39,"yes",NA
"NC","Chatham County",37037,NA,NA,146,"yes",NA
"OH","Stark County",39151,NA,NA,639,"yes",NA
"OH","Madison County",39097,NA,NA,92,"yes",NA
"NV","Clark County",32003,NA,NA,434,"yes",NA
"KY","Hardin County",21093,NA,NA,303,"yes",NA
"MN","Wright County",27171,NA,NA,585,"yes",NA
"KS","Ford County",20057,NA,NA,57,"yes",NA
"NE","Douglas County",31055,NA,NA,285,"yes",NA
"GA","Oconee County",13219,NA,NA,587,"yes",NA
"NM","San Juan County",35045,NA,NA,7,"yes",NA
"GA","Hall County",13139,NA,NA,139,"yes",NA
"MD","Talbot County",24041,NA,NA,132,"yes",NA
"CA","Colusa County",6011,NA,NA,105,"yes",NA
"TX","Hays County",48209,NA,NA,56,"yes",NA
"SC","Marlboro County",45069,NA,NA,3,"yes",NA
"CA","Yolo County",6113,NA,NA,280,"yes",NA
"ND","Ward County",38101,NA,NA,132,"yes",NA
"CO","Douglas County",8035,NA,NA,101,"yes",NA
"AZ","Maricopa County",4013,NA,NA,2,"yes",NA
"TX","Lubbock County",48303,NA,NA,8,"yes",NA
"NE","Sheridan County",31161,NA,NA,5,"yes",NA
"MD","Worcester County",24047,NA,NA,161,"yes",NA
"AR","Pulaski County",5119,NA,NA,41,"yes",NA
"VA","Warren County",51187,NA,NA,4,"yes",NA
"WI","Washington County",55131,NA,NA,165,"yes",NA
"NC","Forsyth County",37067,NA,NA,113,"yes",NA
"VA","Campbell County",51031,NA,NA,1,"yes",NA
"MN","St. Louis County",27137,NA,NA,96,"yes",NA
"WA","Lewis County",53041,NA,NA,5,"yes",NA
"MD","Howard County",24027,NA,NA,239,"yes",NA
"SC","Kershaw County",45055,NA,NA,72,"yes",NA
"NC","Johnston County",37101,NA,NA,55,"yes",NA
"MI","Midland County",26111,NA,NA,169,"yes",NA
"NY","Oneida County",36065,NA,NA,210,"yes",NA
"WA","Chelan County",53007,NA,NA,144,"yes",NA
"WA","Spokane County",53063,NA,NA,4,"yes",NA
"NC","Wilson County",37195,NA,NA,43,"yes",NA
"CA","San Mateo County",6081,NA,NA,40,"yes",NA
"WA","Whitman County",53075,NA,NA,70,"yes",NA
"NJ","Hudson County",34017,NA,NA,5,"yes",NA
"NM","Bernalillo County",35001,NA,NA,274,"yes",NA
"NC","Davidson County",37057,NA,NA,28,"yes",NA
"SD","Minnehaha County",46099,NA,NA,202,"yes",NA
"VA","Prince William County",51153,NA,NA,50,"yes",NA
"AK","Fairbanks North Star Borough",2090,NA,NA,6,"yes",NA
"WI","Burnett County",55013,NA,NA,42,"yes",NA
"PA","Mc Kean County",42083,NA,NA,32,"yes",NA
"NJ","Passaic County",34031,NA,NA,95,"yes",NA
"GA","Laurens County",13175,NA,NA,15,"yes",NA
"LA","East Baton Rouge Parish",22033,NA,NA,129,"yes",NA
"AR","Lee County",5077,NA,NA,89,"yes",NA
"AL","Madison County",1089,NA,NA,3,"yes",NA
"CA","Riverside County",6065,NA,NA,327,"yes",NA
"PA","Lebanon County",42075,NA,NA,660,"yes",NA
"TN","Putnam County",47141,NA,NA,21,"yes",NA
"ID","Nez Perce County",16069,NA,NA,64,"yes",NA
"TX","Kerr County",48265,NA,NA,52,"yes",NA
"CT","Greater Bridgeport Planning Region",9120,NA,NA,395,"yes",NA
"NC","Rowan County",37159,NA,NA,13,"yes",NA
"NY","Schenectady County",36093,NA,NA,308,"yes",NA
"CA","Shasta County",6089,NA,NA,237,"yes",NA
"GA","Jackson County",13157,NA,NA,5,"yes",NA
"NC","Wake County",37183,NA,NA,736,"yes",NA
"NY","Monroe County",36055,NA,NA,684,"yes",NA
"PA","Philadelphia County",42101,NA,NA,164,"yes",NA
"CA","San Luis Obispo County",6079,NA,NA,1836,"yes",NA
"PA","Adams County",42001,NA,NA,375,"yes",NA
"TX","San Patricio County",48409,NA,NA,20,"yes",NA
"IN","Noble County",18113,NA,NA,38,"yes",NA
"WI","Rock County",55105,NA,NA,15,"yes",NA
"NC","Gaston County",37071,NA,NA,84,"yes",NA
"OH","Delaware County",39041,NA,NA,237,"yes",NA
"WY","Sweetwater County",56037,NA,NA,143,"yes",NA
"SC","Oconee County",45073,NA,NA,16,"yes",NA
"TX","Nueces County",48355,NA,NA,130,"yes",NA
"VA","Montgomery County",51121,NA,NA,26,"yes",NA
"NC","Cabarrus County",37025,NA,NA,492,"yes",NA
"OK","Canadian County",40017,NA,NA,284,"yes",NA
"CA","Santa Barbara County",6083,NA,NA,6,"yes",NA
"DE","New Castle County",10003,NA,NA,89,"yes",NA
"IN","Allen County",18003,NA,NA,508,"yes",NA
"CO","Mesa County",8077,NA,NA,111,"yes",NA
"SC","Florence County",45041,NA,NA,257,"yes",NA
"NY","Queens County",36081,NA,NA,103,"yes",NA
"NC","Guilford County",37081,NA,NA,286,"yes",NA
"IN","Warrick County",18173,NA,NA,331,"yes",NA
"AL","Baldwin County",1003,NA,NA,4,"yes",NA
"CA","Tuolumne County",6109,NA,NA,164,"yes",NA
"IL","Cook County",17031,NA,NA,2,"yes",NA
"FL","Citrus County",12017,NA,NA,4,"yes",NA
"NY","Greene County",36039,NA,NA,74,"yes",NA
"PA","Northampton County",42095,NA,NA,42,"yes",NA
"RI","Washington County",44009,NA,NA,109,"yes",NA
"WY","Converse County",56009,NA,NA,2,"yes",NA
"CA","Ventura County",6111,NA,NA,3,"yes",NA
"MI","Grand Traverse County",26055,NA,NA,270,"yes",NA
"PA","Lehigh County",42077,NA,NA,413,"yes",NA
"PA","Lackawanna County",42069,NA,NA,288,"yes",NA
"IN","Tipton County",18159,NA,NA,223,"yes",NA
"MD","Cecil County",24015,NA,NA,62,"yes",NA
"SC","Laurens County",45059,NA,NA,62,"yes",NA
"SD","Hughes County",46065,NA,NA,103,"yes",NA
"CT","Capitol Planning Region",9110,NA,NA,389,"yes",NA
"CA","Orange County",6059,NA,NA,195,"yes",NA
"WI","Marathon County",55073,NA,NA,4,"yes",NA
"PA","Washington County",42125,NA,NA,337,"yes",NA
"WI","Dane County",55025,NA,NA,39,"yes",NA
"WI","Wood County",55141,NA,NA,374,"yes",NA
"MD","Harford County",24025,NA,NA,125,"yes",NA
"VA","Suffolk city",51800,NA,NA,4,"yes",NA
"TX","Lynn County",48305,NA,NA,6,"yes",NA
"NC","Union County",37179,NA,NA,1565,"yes",NA
"HI","Honolulu County",15003,NA,NA,120,"yes",NA
"WI","Milwaukee County",55079,NA,NA,56,"yes",NA
"NC","Onslow County",37133,NA,NA,48,"yes",NA
"OK","Stephens County",40137,NA,NA,59,"yes",NA
"AZ","Pinal County",4021,NA,NA,15,"yes",NA
"MI","Branch County",26023,NA,NA,196,"yes",NA
"TX","Comal County",48091,NA,NA,43,"yes",NA
"NC","Orange County",37135,NA,NA,216,"yes",NA
"NH","Rockingham County",33015,NA,NA,160,"yes",NA
"WA","Snohomish County",53061,NA,NA,24,"yes",NA
"AZ","Pima County",4019,NA,NA,408,"yes",NA
"WY","Hot Springs County",56017,NA,NA,13,"yes",NA
"KS","Shawnee County",20177,NA,NA,2,"yes",NA
"AZ","Maricopa County",4013,NA,NA,1569,"yes",NA
"PA","Franklin County",42055,NA,NA,738,"yes",NA
"OR","Douglas County",41019,NA,NA,68,"yes",NA
"NJ","Bergen County",34003,NA,NA,1263,"yes",NA
"NC","Orange County",37135,NA,NA,26,"yes",NA
"TN","Davidson County",47037,NA,NA,303,"yes",NA
"CA","Contra Costa County",6013,NA,NA,989,"yes",NA
"NJ","Camden County",34007,NA,NA,35,"yes",NA
"IL","Tazewell County",17179,NA,NA,29,"yes",NA
"NY","Nassau County",36059,NA,NA,4278,"yes",NA
"KS","Shawnee County",20177,NA,NA,84,"yes",NA
"VA","Stafford County",51179,NA,NA,412,"yes",NA
"CA","Lake County",6033,NA,NA,155,"yes",NA
"NC","Stanly County",37167,NA,NA,185,"yes",NA
"MN","Otter Tail County",27111,NA,NA,174,"yes",NA
"SC","Lancaster County",45057,NA,NA,123,"yes",NA
"WA","Benton County",53005,NA,NA,276,"yes",NA
"WV","Kanawha County",54039,NA,NA,43,"yes",NA
"OK","Pottawatomie County",40125,NA,NA,75,"yes",NA
"KY","Fayette County",21067,NA,NA,153,"yes",NA
"PA","Union County",42119,NA,NA,76,"yes",NA
"NC","Ashe County",37009,NA,NA,59,"yes",NA
"NC","Transylvania County",37175,NA,NA,24,"yes",NA
"OH","Hamilton County",39061,NA,NA,534,"yes",NA
"PA","Dauphin County",42043,NA,NA,114,"yes",NA
"IN","Cass County",18017,NA,NA,317,"yes",NA
"CT","Northwest Hills Planning Region",9160,NA,NA,62,"yes",NA
"MN","Olmsted County",27109,NA,NA,773,"yes",NA
"SC","Charleston County",45019,NA,NA,1316,"yes",NA
"VA","Bedford County",51019,NA,NA,286,"yes",NA
"OH","Medina County",39103,NA,NA,172,"yes",NA
"MD","Anne Arundel County",24003,NA,NA,184,"yes",NA
"SC","Georgetown County",45043,NA,NA,94,"yes",NA
"ME","Kennebec County",23011,NA,NA,80,"yes",NA
"CA","Placer County",6061,NA,NA,1782,"yes",NA
"NY","Niagara County",36063,NA,NA,77,"yes",NA
"TN","Sullivan County",47163,NA,NA,187,"yes",NA
"WI","Polk County",55095,NA,NA,159,"yes",NA
"NC","Bladen County",37017,NA,NA,67,"yes",NA
"PA","Delaware County",42045,NA,NA,708,"yes",NA
"TN","Knox County",47093,NA,NA,311,"yes",NA
"OH","Lake County",39085,NA,NA,295,"yes",NA
